T1,T2,RH,time
20.22,17.83,79.24,'2021/12/9 9:33:49
20.22,17.83,79.71,'2021/12/9 9:33:50
20.19,17.83,79.59,'2021/12/9 9:33:51
20.22,17.83,79.79,'2021/12/9 9:33:52
20.19,17.83,79.05,'2021/12/9 9:33:53
20.19,17.83,79.59,'2021/12/9 9:33:54
20.22,17.83,79.87,'2021/12/9 9:33:57
20.22,17.84,79.56,'2021/12/9 9:33:57
20.22,17.86,79.99,'2021/12/9 9:33:58
20.22,17.84,79.41,'2021/12/9 9:33:58
20.19,17.86,79.87,'2021/12/9 9:33:59
20.22,17.83,79.54,'2021/12/9 9:34:00
20.19,17.86,79.43,'2021/12/9 9:34:01
20.19,17.83,79.83,'2021/12/9 9:34:02
20.16,17.83,79.75,'2021/12/9 9:34:03
20.19,17.83,79.41,'2021/12/9 9:34:04
20.22,17.86,79.61,'2021/12/9 9:34:05
20.19,17.86,79.33,'2021/12/9 9:34:06
20.19,17.86,79.66,'2021/12/9 9:34:07
20.19,17.83,79.87,'2021/12/9 9:34:08
20.19,17.86,79.87,'2021/12/9 9:34:09
20.19,17.86,80.1,'2021/12/9 9:34:10
20.21,17.83,79.33,'2021/12/9 9:34:11
20.19,17.86,79.82,'2021/12/9 9:34:12
20.21,17.89,79.61,'2021/12/9 9:34:13
20.21,17.86,79.61,'2021/12/9 9:34:14
20.22,17.86,79.36,'2021/12/9 9:34:15
20.19,17.86,79.61,'2021/12/9 9:34:16
20.22,17.86,79.87,'2021/12/9 9:34:17
20.19,17.86,79.61,'2021/12/9 9:34:18
20.22,17.86,79.98,'2021/12/9 9:34:19
20.22,17.86,79.89,'2021/12/9 9:34:20
20.19,17.86,79.78,'2021/12/9 9:34:21
20.19,17.89,79.61,'2021/12/9 9:34:22
20.22,17.89,79.61,'2021/12/9 9:34:23
20.22,17.86,79.87,'2021/12/9 9:34:24
20.22,17.89,80.08,'2021/12/9 9:34:25
20.26,17.86,80.15,'2021/12/9 9:34:26
20.22,17.86,80.08,'2021/12/9 9:34:27
20.19,17.86,79.87,'2021/12/9 9:34:28
